,品种/合约,日期,名次,会员简称,成交量（手）,增减量,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
2859,CF211,2022-03-15,7,浙商期货,129,50,广发期货,655,0,广发期货,651,0
2860,CF211,2022-03-15,8,海通期货,126,100,上海中期,605,-102,上海中期,600,-100
2861,CF211,2022-03-15,9,南华期货,126,118,建信期货,600,-1,永安期货,600,12
2862,CF211,2022-03-15,10,华闻期货,110,-550,永安期货,594,8,建信期货,600,0
2863,CF211,2022-03-15,11,宏源期货,97,31,国海良时,510,36,弘业期货,501,-2
2864,CF211,2022-03-15,12,大有期货,83,36,弘业期货,501,-2,国海良时,500,36
2865,CF211,2022-03-15,13,平安期货,80,68,华泰期货,455,0,南华期货,500,1
2866,CF211,2022-03-15,14,创元期货,68,66,渤海期货,425,-12,中粮期货,474,-9
2867,CF211,2022-03-15,15,安粮期货,66,24,南华期货,399,1,渤海期货,425,-1
2868,CF211,2022-03-15,16,国投安信期货,61,14,大有期货,265,23,华泰期货,410,0
2869,CF211,2022-03-15,17,银河期货,57,40,中粮期货,263,-3,光大期货,343,9
2870,CF211,2022-03-15,18,国泰君安,53,20,五矿期货,262,4,东证期货,249,3
2871,CF211,2022-03-15,19,首创期货,46,27,华安期货,195,-13,五矿期货,217,0
2872,CF211,2022-03-15,20,上海大陆,44,44,银河期货,131,0,国泰君安,206,0
2873,CF301,2022-03-15,1,华闻期货,1086,1058,中粮期货,1553,5,光大期货,8683,275
2874,CF301,2022-03-15,2,创元期货,754,217,东证期货,1206,-1,国泰君安,1151,3
2875,CF301,2022-03-15,3,光大期货,686,-382,首创期货,1078,150,广发期货,1051,0
2876,CF301,2022-03-15,4,徽商期货,484,317,广发期货,1063,0,东证期货,740,100
2877,CF301,2022-03-15,5,首创期货,200,-48,永安期货,762,8,建信期货,541,0
2878,CF301,2022-03-15,6,国信期货,142,100,一德期货,577,3,海通期货,510,0
2879,CF301,2022-03-15,7,大地期货,132,69,光大期货,569,9,华闻期货,500,499
2880,CF301,2022-03-15,8,中信建投,131,100,海通期货,532,-1,中粮期货,460,0
2881,CF301,2022-03-15,9,前海期货,130,73,中州期货,521,0,渤海期货,325,-30
2882,CF301,2022-03-15,10,东证期货,103,-325,华闻期货,513,499,中财期货,290,2
2883,CF301,2022-03-15,11,渤海期货,90,28,渤海期货,325,0,前海期货,250,130
2884,CF301,2022-03-15,12,中粮期货,87,3,华泰期货,321,-6,海证期货,205,0
2885,CF301,2022-03-15,13,华融融达期货,70,68,浙商期货,316,-3,银河期货,148,-35
2886,CF301,2022-03-15,14,华安期货,63,-3,瑞达期货,299,5,浙商期货,146,7
2887,CF301,2022-03-15,15,瑞达期货,57,55,华融融达期货,279,30,大有期货,111,11
2888,CF301,2022-03-15,16,银河期货,54,-406,信达期货,272,-4,华安期货,111,0
2889,CF301,2022-03-15,17,永安期货,49,35,平安期货,265,6,国投安信期货,81,0
2890,CF301,2022-03-15,18,中辉期货,49,11,宝城期货,254,4,大地期货,70,0
2891,CF301,2022-03-15,19,申银万国,41,29,宏源期货,212,9,格林大华期货,65,0
2892,CF301,2022-03-15,20,东吴期货,41,-45,招金期货,206,0,宏源期货,42,-2
2893,CJ205,2022-03-15,1,国泰君安,1302,283,国泰君安,1607,-48,国泰君安,1641,-54
2894,CJ205,2022-03-15,2,光大期货,937,-191,永安期货,1209,-25,一德期货,1635,10
2895,CJ205,2022-03-15,3,中信期货,864,-436,银河期货,1115,-5,物产中大,1324,-45
2896,CJ205,2022-03-15,4,银河期货,713,-93,光大期货,978,-34,华泰期货,1301,-73
2897,CJ205,2022-03-15,5,华融融达期货,556,519,华泰期货,962,76,大地期货,1255,98
2898,CJ205,2022-03-15,6,徽商期货,426,-4,方正中期,942,-197,五矿期货,1122,128
2899,CJ205,2022-03-15,7,方正中期,412,57,英大期货,927,0,银河期货,1063,18
2900,CJ205,2022-03-15,8,鲁证期货,372,-273,国投安信期货,905,74,中信期货,1002,3
2901,CJ205,2022-03-15,9,五矿期货,366,255,海通期货,814,129,光大期货,994,-65
2902,CJ205,2022-03-15,10,华泰期货,365,-140,安粮期货,746,2,永安期货,709,-3
2903,CJ205,2022-03-15,11,上海大陆,361,-219,鲁证期货,721,-29,国投安信期货,694,26
2904,CJ205,2022-03-15,12,中信建投,334,-262,中粮期货,670,-73,新湖期货,672,86
2905,CJ205,2022-03-15,13,国投安信期货,330,40,南华期货,668,-95,华融融达期货,641,-424
2906,CJ205,2022-03-15,14,南华期货,311,-251,福能期货,660,9,宏源期货,635,-29
2907,CJ205,2022-03-15,15,东证期货,300,-482,国海良时,635,-39,浙商期货,583,18
2908,CJ205,2022-03-15,16,海通期货,296,-248,格林大华期货,603,0,国海良时,559,-3
2909,CJ205,2022-03-15,17,新湖期货,268,116,宏源期货,587,5,中粮期货,547,4
2910,CJ205,2022-03-15,18,金瑞期货,267,-165,东证期货,584,30,中信建投,529,52
2911,CJ205,2022-03-15,19,中辉期货,251,21,长江期货,546,4,申银万国,513,-29
2912,CJ205,2022-03-15,20,东吴期货,238,-212,华安期货,477,-24,兴证期货,493,7
2913,CJ209,2022-03-15,1,光大期货,358,-67,安粮期货,986,-97,大地期货,1710,35
2914,CJ209,2022-03-15,2,银河期货,282,-105,福能期货,601,4,国泰君安,880,-11
2915,CJ209,2022-03-15,3,上海大陆,271,-220,国泰君安,496,11,云财富期货,844,20
2916,CJ209,2022-03-15,4,中信期货,271,129,永安期货,480,-32,国投安信期货,516,0
2917,CJ209,2022-03-15,5,国海良时,234,208,东证期货,448,104,浙商期货,390,14
2918,CJ209,2022-03-15,6,安粮期货,193,106,光大期货,439,5,银河期货,364,2
2919,CJ209,2022-03-15,7,华泰期货,162,102,华鑫期货,439,0,宝城期货,348,-1
2920,CJ209,2022-03-15,8,金瑞期货,149,-104,中粮期货,421,54,长江期货,332,0
2921,CJ209,2022-03-15,9,南华期货,136,90,方正中期,412,36,东吴期货,316,24
2922,CJ209,2022-03-15,10,东证期货,128,-19,华融融达期货,412,0,上海中期,272,12
2923,CJ209,2022-03-15,11,华融融达期货,116,64,海通期货,399,-10,五矿期货,270,40
2924,CJ209,2022-03-15,12,鲁证期货,104,60,华安期货,398,47,新湖期货,264,14
2925,CJ209,2022-03-15,13,国泰君安,104,-129,华泰期货,356,-3,国联期货,224,15
2926,CJ209,2022-03-15,14,中财期货,101,-24,国海良时,355,210,格林大华期货,213,0
2927,CJ209,2022-03-15,15,五矿期货,91,42,国投安信期货,289,-5,中粮期货,213,-4
2928,CJ209,2022-03-15,16,新湖期货,91,-124,银河期货,288,-10,弘业期货,207,-15
2929,CJ209,2022-03-15,17,国信期货,90,-183,鲁证期货,285,-10,广州期货,205,0
2930,CJ209,2022-03-15,18,徽商期货,90,13,中财期货,284,-19,中信期货,201,6
2931,CJ209,2022-03-15,19,方正中期,81,19,徽商期货,254,5,中信建投,201,4
2932,CJ209,2022-03-15,20,中粮期货,66,16,五矿期货,242,15,创元期货,181,-20
2933,FG204,2022-03-15,1,国海良时,16,16,永安期货,236,0,中信期货,183,0
2934,FG204,2022-03-15,2,宏源期货,10,8,物产中大,49,0,方正中期,87,0
2935,FG204,2022-03-15,3,格林大华期货,6,6,东证期货,20,0,长江期货,14,0
2936,FG204,2022-03-15,4,大越期货,4,2,恒银期货,2,-1,平安期货,13,-2
2937,FG204,2022-03-15,5,国信期货,3,2,方正中期,1,0,华金期货,10,0
2938,FG204,2022-03-15,6,申银万国,3,-7,光大期货,1,0,国信期货,2,1
2939,FG204,2022-03-15,7,恒银期货,3,1,东航期货,1,1,申银万国,1,-1
2940,FG204,2022-03-15,8,徽商期货,2,0,大越期货,1,1,银河期货,1,-1
2941,FG204,2022-03-15,9,平安期货,2,2,-,-,-,-,-,-
2942,FG204,2022-03-15,10,银河期货,1,1,-,-,-,-,-,-
2943,FG204,2022-03-15,11,东航期货,1,1,-,-,-,-,-,-
2944,FG204,2022-03-15,12,首创期货,1,0,-,-,-,-,-,-
2945,FG205,2022-03-15,1,中信期货,63252,-15261,国泰君安,11426,-702,永安期货,16733,-727
2946,FG205,2022-03-15,2,海通期货,54972,-6146,中信期货,9619,-846,中信期货,16660,-3672
2947,FG205,2022-03-15,3,创元期货,46457,-18742,永安期货,9427,288,华泰期货,13451,-296
2948,FG205,2022-03-15,4,华闻期货,40478,-21345,徽商期货,6674,-20,国泰君安,12695,-1226
2949,FG205,2022-03-15,5,银河期货,37405,-13654,方正中期,6290,-181,东证期货,10114,-910
2950,FG205,2022-03-15,6,光大期货,35393,-13519,华泰期货,6039,-475,申银万国,8857,-1156
2951,FG205,2022-03-15,7,国泰君安,33324,-11579,东方财富,6015,435,海通期货,6973,-470
2952,FG205,2022-03-15,8,东证期货,31515,-15885,海通期货,5689,1026,银河期货,6758,1141
2953,FG205,2022-03-15,9,东方财富,27290,-5952,银河期货,4495,-214,方正中期,5935,93
2954,FG205,2022-03-15,10,国信期货,24816,1040,东证期货,4383,-1119,浙商期货,5040,856
2955,FG205,2022-03-15,11,渤海期货,22890,-4701,瑞达期货,4292,-355,中投天琪,4784,-663
2956,FG205,2022-03-15,12,徽商期货,21482,-6145,平安期货,4285,-191,海证期货,3982,1954
2957,FG205,2022-03-15,13,东海期货,20749,-2944,光大期货,4216,519,南华期货,3644,-438
2958,FG205,2022-03-15,14,华泰期货,19641,-8503,中信建投,3943,23,美尔雅,3467,-451
2959,FG205,2022-03-15,15,中信建投,18836,-5370,申银万国,3789,-1334,招商期货,3303,151
2960,FG205,2022-03-15,16,方正中期,18012,-8060,华安期货,3703,-63,瑞达期货,3219,-907
2961,FG205,2022-03-15,17,华西期货,16612,-1377,一德期货,3558,572,华安期货,2915,677
2962,FG205,2022-03-15,18,华安期货,16006,-7385,中投天琪,3313,9,中信建投,2824,-25
2963,FG205,2022-03-15,19,东吴期货,15813,-6717,中辉期货,3235,-254,盛达期货,2787,2365
2964,FG205,2022-03-15,20,申银万国,15770,-4175,广发期货,2875,9,鲁证期货,2470,104
2965,FG206,2022-03-15,1,光大期货,221,-40,华融融达期货,1125,0,华融融达期货,1125,0
2966,FG206,2022-03-15,2,华闻期货,99,20,东证期货,501,1,东证期货,502,-13
2967,FG206,2022-03-15,3,南华期货,65,-76,中信建投,401,-1,渤海期货,368,0
2968,FG206,2022-03-15,4,平安期货,59,44,东方汇金期货,350,0,东方汇金期货,350,0
2969,FG206,2022-03-15,5,银河期货,46,14,渤海期货,328,-3,徽商期货,290,-11
2970,FG206,2022-03-15,6,国泰君安,45,2,东吴期货,259,0,东吴期货,245,0
2971,FG206,2022-03-15,7,永安期货,39,31,永安期货,245,1,红塔期货,170,0
2972,FG206,2022-03-15,8,徽商期货,34,-38,红塔期货,170,0,金信期货,165,0
2973,FG206,2022-03-15,9,申银万国,28,20,金信期货,167,0,物产中大,133,-11
2974,FG206,2022-03-15,10,中信期货,28,28,广发期货,80,1,国海良时,122,-13
2975,FG206,2022-03-15,11,物产中大,25,-74,浙商期货,30,1,中信期货,105,1
2976,FG206,2022-03-15,12,东海期货,25,-15,东航期货,24,0,平安期货,69,-48
2977,FG206,2022-03-15,13,国信期货,22,22,倍特期货,18,0,华安期货,39,-8
2978,FG206,2022-03-15,14,宏源期货,22,13,宝城期货,17,4,国泰君安,32,3
2979,FG206,2022-03-15,15,信达期货,19,9,南华期货,15,4,中财期货,20,0
2980,FG206,2022-03-15,16,宝城期货,16,13,方正中期,12,0,国投安信期货,19,3
2981,FG206,2022-03-15,17,东证期货,16,14,光大期货,12,-3,鲁证期货,15,15
2982,FG206,2022-03-15,18,鲁证期货,15,15,平安期货,9,-1,宏源期货,14,2
2983,FG206,2022-03-15,19,国海良时,13,3,先锋期货,8,0,光大期货,13,0
2984,FG206,2022-03-15,20,华安期货,13,-3,申银万国,7,0,华创期货,10,-3
2985,FG207,2022-03-15,1,宏源期货,76,43,国元期货,1800,0,国元期货,1800,0
2986,FG207,2022-03-15,2,光大期货,46,-26,国信期货,1514,0,国信期货,1512,7
2987,FG207,2022-03-15,3,华闻期货,45,-14,东航期货,1163,2,东航期货,1161,0
2988,FG207,2022-03-15,4,国信期货,39,20,华融融达期货,1075,0,华融融达期货,1075,0
2989,FG207,2022-03-15,5,海证期货,32,21,中国国际,881,0,中国国际,880,0
2990,FG207,2022-03-15,6,方正中期,30,6,中原期货,350,0,中原期货,352,0
2991,FG207,2022-03-15,7,徽商期货,15,-13,长安期货,341,0,长安期货,340,0
2992,FG207,2022-03-15,8,安粮期货,10,1,中衍期货,305,2,中衍期货,300,0
2993,FG207,2022-03-15,9,国泰君安,10,-28,红塔期货,270,0,红塔期货,270,0
2994,FG207,2022-03-15,10,永安期货,9,8,华闻期货,253,1,华闻期货,252,2
2995,FG207,2022-03-15,11,华安期货,9,-11,东吴期货,242,0,东吴期货,242,-1
2996,FG207,2022-03-15,12,长安期货,8,1,国都期货,180,0,永安期货,181,0
2997,FG207,2022-03-15,13,混沌天成期货,8,-1,方正中期,109,-19,国都期货,180,0
2998,FG207,2022-03-15,14,申银万国,7,-19,永安期货,108,9,方正中期,113,-1
2999,FG207,2022-03-15,15,平安期货,7,4,招金期货,105,1,招金期货,100,0
3000,FG207,2022-03-15,16,民生期货,6,6,华泰期货,25,0,徽商期货,47,-13
3001,FG207,2022-03-15,17,东吴期货,5,-7,浙商期货,22,0,海证期货,34,20
3002,FG207,2022-03-15,18,华龙期货,4,2,申银万国,15,-1,浙商期货,29,0
3003,FG207,2022-03-15,19,中辉期货,4,1,中辉期货,13,4,华龙期货,11,2
3004,FG207,2022-03-15,20,大越期货,4,4,华龙期货,11,2,民生期货,8,6
3005,FG208,2022-03-15,1,华闻期货,158,70,光大期货,7038,0,光大期货,7031,5
3006,FG208,2022-03-15,2,浙商期货,120,115,银河期货,4457,1,银河期货,4662,-2
3007,FG208,2022-03-15,3,徽商期货,68,-10,华西期货,2167,0,华西期货,2168,0
3008,FG208,2022-03-15,4,光大期货,63,19,国元期货,1707,5,国元期货,1700,0
3009,FG208,2022-03-15,5,平安期货,63,43,兴证期货,1604,-14,兴证期货,1600,0
3010,FG208,2022-03-15,6,首创期货,61,37,国信期货,1510,1,国信期货,1508,0
3011,FG208,2022-03-15,7,华安期货,53,19,东航期货,1427,-1,东航期货,1426,0
3012,FG208,2022-03-15,8,中辉期货,50,14,鲁证期货,916,16,鲁证期货,904,3
3013,FG208,2022-03-15,9,鲁证期货,43,35,美尔雅,823,-11,美尔雅,820,0
3014,FG208,2022-03-15,10,创元期货,36,11,中州期货,800,0,中州期货,800,0
3015,FG208,2022-03-15,11,兴证期货,34,4,中原期货,750,0,中原期货,752,0
3016,FG208,2022-03-15,12,宏源期货,30,-11,华融融达期货,650,0,华融融达期货,650,0
3017,FG208,2022-03-15,13,东吴期货,29,4,中衍期货,503,0,中衍期货,501,0
3018,FG208,2022-03-15,14,美尔雅,27,5,华闻期货,503,1,华闻期货,501,-1
3019,FG208,2022-03-15,15,东海期货,25,-56,倍特期货,500,0,倍特期货,500,-3
3020,FG208,2022-03-15,16,东方财富,24,8,招金期货,489,-2,招金期货,488,0
3021,FG208,2022-03-15,17,中信期货,21,19,长安期货,340,0,长安期货,340,0
3022,FG208,2022-03-15,18,首创京都期货,21,0,国金期货,300,0,国金期货,308,0
3023,FG208,2022-03-15,19,中信建投,21,-22,创元期货,250,0,创元期货,266,14
3024,FG208,2022-03-15,20,江西瑞奇,20,-32,金信期货,165,0,金信期货,167,0
3025,FG209,2022-03-15,1,海通期货,74818,7255,方正中期,12522,1686,永安期货,17410,229
3026,FG209,2022-03-15,2,中信期货,34309,3894,华泰期货,12472,698,申银万国,15762,942
3027,FG209,2022-03-15,3,国信期货,22320,1387,国泰君安,11122,-165,瑞达期货,14888,-113
3028,FG209,2022-03-15,4,东证期货,21287,2266,五矿期货,8749,28,银河期货,14301,606
3029,FG209,2022-03-15,5,东海期货,21073,-509,浙商期货,8453,438,五矿期货,9208,248
3030,FG209,2022-03-15,6,银河期货,20857,-8271,平安期货,7046,313,东证期货,8832,2747
3031,FG209,2022-03-15,7,方正中期,19670,2655,中信建投,6988,-942,国泰君安,8202,1023
3032,FG209,2022-03-15,8,国泰君安,19104,91,广发期货,6983,-191,宝城期货,8034,682
3033,FG209,2022-03-15,9,华闻期货,16481,-3176,永安期货,6802,2950,广发期货,7422,731
3034,FG209,2022-03-15,10,徽商期货,15567,-52,徽商期货,6792,181,一德期货,7346,1477
3035,FG209,2022-03-15,11,广发期货,15462,231,申银万国,6337,257,中信期货,7194,432
3036,FG209,2022-03-15,12,光大期货,13519,-2583,华安期货,6140,244,浙商期货,7162,-192
3037,FG209,2022-03-15,13,创元期货,13420,6030,中信期货,5660,1105,东吴期货,7147,-71
3038,FG209,2022-03-15,14,东吴期货,12936,-1365,银河期货,5439,1161,平安期货,6459,375
3039,FG209,2022-03-15,15,永安期货,11749,-743,海证期货,4848,772,中投天琪,5460,847
3040,FG209,2022-03-15,16,渤海期货,11544,-143,中辉期货,4821,21,天风期货,5007,711
3041,FG209,2022-03-15,17,华安期货,11155,-1096,东吴期货,4677,243,浙江新世纪,4954,74
3042,FG209,2022-03-15,18,华泰期货,10953,-4237,东证期货,4297,50,海通期货,4647,1010
3043,FG209,2022-03-15,19,东方财富,10793,-100,安粮期货,3947,994,鲁证期货,4454,472
3044,FG209,2022-03-15,20,申银万国,10249,573,海通期货,3747,252,中信建投,3778,-676
3045,FG211,2022-03-15,1,英大期货,1206,1206,中粮期货,2508,0,中粮期货,2508,0
3046,FG211,2022-03-15,2,华泰期货,37,34,兴证期货,2401,0,兴证期货,2401,0
3047,FG211,2022-03-15,3,华闻期货,36,19,华安期货,1702,2,华安期货,1701,0
3048,FG211,2022-03-15,4,民生期货,35,19,银河期货,1671,1,银河期货,1651,1
3049,FG211,2022-03-15,5,光大期货,24,7,中财期货,1652,1,中财期货,1650,0
3050,FG211,2022-03-15,6,安粮期货,12,1,先锋期货,1050,0,先锋期货,1050,0
3051,FG211,2022-03-15,7,国泰君安,11,11,国泰君安,1017,11,方正中期,1008,4
3052,FG211,2022-03-15,8,上海中期,10,8,中衍期货,1004,0,国泰君安,1000,0
3053,FG211,2022-03-15,9,华安期货,8,3,方正中期,1003,0,中衍期货,1000,0
3054,FG211,2022-03-15,10,方正中期,6,0,冠通期货,705,0,冠通期货,700,0
3055,FG211,2022-03-15,11,国信期货,5,5,英大期货,603,603,英大期货,603,603
3056,FG211,2022-03-15,12,徽商期货,5,0,首创期货,600,0,首创期货,600,-2
3057,FG211,2022-03-15,13,大地期货,5,2,美尔雅,451,0,美尔雅,451,0
3058,FG211,2022-03-15,14,长安期货,5,2,建信期货,359,2,建信期货,350,0
3059,FG211,2022-03-15,15,申银万国,4,4,恒银期货,350,0,恒银期货,350,0
3060,FG211,2022-03-15,16,银河期货,4,-1,东航期货,326,0,东航期货,325,0
3061,FG211,2022-03-15,17,中信建投,4,3,国信期货,301,1,国信期货,300,0
3062,FG211,2022-03-15,18,东吴期货,4,-4,国元期货,295,0,海航期货,281,0
3063,FG211,2022-03-15,19,华融期货,3,0,海航期货,280,0,国元期货,250,0
3064,FG211,2022-03-15,20,红塔期货,2,-1,红塔期货,203,2,红塔期货,200,0
3065,FG212,2022-03-15,1,方正中期,2002,2001,国投安信期货,3001,0,国投安信期货,3000,0
3066,FG212,2022-03-15,2,银河期货,23,10,方正中期,2501,1000,方正中期,2500,1000
3067,FG212,2022-03-15,3,大地期货,19,5,中财期货,1652,0,中财期货,1651,0
3068,FG212,2022-03-15,4,光大期货,17,9,先锋期货,1602,0,先锋期货,1602,0
3069,FG212,2022-03-15,5,中粮期货,9,9,国元期货,1155,0,国元期货,1150,0
3070,FG212,2022-03-15,6,中信建投,9,9,民生期货,1000,0,民生期货,1025,2
3071,FG212,2022-03-15,7,国信期货,8,7,光大期货,513,3,光大期货,507,0
3072,FG212,2022-03-15,8,申银万国,8,4,中天期货,500,0,中天期货,500,0
3073,FG212,2022-03-15,9,华安期货,8,8,东吴期货,500,0,东吴期货,500,-1
3074,FG212,2022-03-15,10,华闻期货,8,6,美尔雅,450,0,美尔雅,450,0
3075,FG212,2022-03-15,11,徽商期货,6,0,上海东亚,450,0,上海东亚,450,0
3076,FG212,2022-03-15,12,东方财富,5,-5,冠通期货,400,0,冠通期货,400,0
3077,FG212,2022-03-15,13,广发期货,3,-2,神华期货,176,0,神华期货,176,0
3078,FG212,2022-03-15,14,一德期货,3,-3,佛山金控,170,0,佛山金控,170,0
3079,FG212,2022-03-15,15,创元期货,2,0,中钢期货,100,0,中钢期货,100,0
3080,FG212,2022-03-15,16,信达期货,2,2,中航期货,91,0,中航期货,91,0
3081,FG212,2022-03-15,17,民生期货,2,-3,九州期货,40,0,九州期货,40,1
3082,FG212,2022-03-15,18,宏源期货,2,-6,鲁证期货,20,0,银河期货,37,12
3083,FG212,2022-03-15,19,首创期货,2,2,宏源期货,13,2,大地期货,20,-1
3084,FG212,2022-03-15,20,平安期货,2,2,国信期货,7,0,浙商期货,8,0
3085,FG301,2022-03-15,1,东吴期货,1979,-539,南华期货,6186,32,南华期货,6221,-9
3086,FG301,2022-03-15,2,银河期货,1411,467,国泰君安,6170,8,国泰君安,6063,17
3087,FG301,2022-03-15,3,方正中期,755,60,徽商期货,3318,29,中辉期货,3096,14
3088,FG301,2022-03-15,4,中信建投,693,-583,中辉期货,3160,15,徽商期货,3069,9
3089,FG301,2022-03-15,5,瑞达期货,641,582,国投安信期货,3043,17,国投安信期货,3024,4
3090,FG301,2022-03-15,6,华闻期货,588,-554,长江期货,3027,43,方正中期,2938,353
3091,FG301,2022-03-15,7,上海中期,552,468,鲁证期货,2908,71,长江期货,2905,0
3092,FG301,2022-03-15,8,弘业期货,478,181,弘业期货,2695,87,鲁证期货,2832,6
3093,FG301,2022-03-15,9,国信期货,428,74,中粮期货,2635,4,弘业期货,2763,137
3094,FG301,2022-03-15,10,华安期货,400,-49,天风期货,2608,4,天风期货,2602,0
3095,FG301,2022-03-15,11,国泰君安,381,125,中信建投,1605,23,中粮期货,2594,7
3096,FG301,2022-03-15,12,徽商期货,362,-3,永安期货,1368,-2,中信建投,1469,4
3097,FG301,2022-03-15,13,兴证期货,356,116,华安期货,1344,26,永安期货,1375,52
3098,FG301,2022-03-15,14,浙商期货,338,-38,国海良时,1322,-4,兴证期货,1314,18
3099,FG301,2022-03-15,15,永安期货,338,-114,兴证期货,1286,12,国海良时,1308,53
3100,FG301,2022-03-15,16,中信期货,330,128,海通期货,1047,9,海通期货,1023,-10
3101,FG301,2022-03-15,17,财信期货,316,-73,大越期货,1008,2,大越期货,1001,-1
3102,FG301,2022-03-15,18,光大期货,306,-354,上海中期,677,251,东吴期货,866,-27
3103,FG301,2022-03-15,19,招金期货,304,156,江西瑞奇,671,4,华安期货,761,-2
3104,FG301,2022-03-15,20,中天期货,245,125,首创期货,651,0,信达期货,679,0
3105,LR205,2022-03-15,1,国泰君安,4,4,东证期货,1,1,徽商期货,1,1
3106,LR205,2022-03-15,2,中粮期货,2,2,-,-,-,-,-,-
3107,LR205,2022-03-15,3,徽商期货,1,1,-,-,-,-,-,-
3108,LR205,2022-03-15,4,东证期货,1,1,-,-,-,-,-,-
3109,MA204,2022-03-15,1,国投安信期货,4121,121,东吴期货,3567,-1,东吴期货,3562,0
3110,MA204,2022-03-15,2,鲁证期货,1558,1558,鲁证期货,2402,-779,瑞达期货,3107,-212
3111,MA204,2022-03-15,3,宏源期货,226,222,中辉期货,2150,0,鲁证期货,2400,-779
3112,MA204,2022-03-15,4,瑞达期货,212,115,上海东亚,1503,-27,中辉期货,2126,-36
3113,MA204,2022-03-15,5,华闻期货,122,112,申银万国,1297,0,上海东亚,1500,0
3114,MA204,2022-03-15,6,中财期货,100,100,南华期货,1222,10,申银万国,1383,0
3115,MA204,2022-03-15,7,盛达期货,100,100,华融融达期货,1180,0,南华期货,1204,4
3116,MA204,2022-03-15,8,国富期货,56,-53,永安期货,1036,-1,华融融达期货,1180,0
3117,MA204,2022-03-15,9,海通期货,54,43,浙江新世纪,941,0,浙江新世纪,941,0
3118,MA204,2022-03-15,10,平安期货,47,26,华泰期货,914,-8,国投安信期货,733,-2121
3119,MA204,2022-03-15,11,国泰君安,40,33,浙商期货,735,-5,光大期货,701,0
3120,MA204,2022-03-15,12,中辉期货,36,24,光大期货,701,-3,先锋期货,700,0
3121,MA204,2022-03-15,13,中信期货,30,29,先锋期货,700,0,红塔期货,229,0
3122,MA204,2022-03-15,14,上海东亚,27,27,东证期货,511,0,国泰君安,134,-20
3123,MA204,2022-03-15,15,中银国际,26,-8,国投安信期货,502,-2000,海通期货,65,-50
3124,MA204,2022-03-15,16,华安期货,24,23,国富期货,295,-56,山西三立,45,0
3125,MA204,2022-03-15,17,徽商期货,23,15,平安期货,178,-15,平安期货,28,-22
3126,MA204,2022-03-15,18,五矿期货,23,20,国泰君安,136,-20,盛达期货,23,19
3127,MA204,2022-03-15,19,华泰期货,19,9,山西三立,45,0,国海良时,19,14
3128,MA204,2022-03-15,20,南华期货,18,13,宏源期货,41,-221,迈科期货,17,0
3129,MA205,2022-03-15,1,东证期货,236828,3609,中信期货,72933,-7063,东证期货,60077,-3526
3130,MA205,2022-03-15,2,中信期货,140496,5538,东证期货,65785,-8908,中信期货,41453,-9979
3131,MA205,2022-03-15,3,海通期货,109331,-2775,国泰君安,46834,8371,光大期货,38882,6094
3132,MA205,2022-03-15,4,光大期货,104570,-1965,华泰期货,38108,-3553,国泰君安,31840,444
3133,MA205,2022-03-15,5,银河期货,70142,157,海通期货,33273,-4709,海通期货,27515,-6250
3134,MA205,2022-03-15,6,东吴期货,60510,4273,光大期货,31274,6944,银河期货,26128,3608
3135,MA205,2022-03-15,7,国泰君安,54981,-2843,银河期货,27554,3106,新湖期货,23506,-588
3136,MA205,2022-03-15,8,永安期货,54387,32402,新湖期货,20950,648,永安期货,22368,-456
3137,MA205,2022-03-15,9,华泰期货,52996,-18651,华闻期货,20632,2375,瑞达期货,21890,-614
3138,MA205,2022-03-15,10,新湖期货,51866,-4173,东吴期货,20147,720,兴业期货,21785,-13
3139,MA205,2022-03-15,11,华闻期货,48693,-19657,永安期货,12486,-20259,华泰期货,21245,-6289
3140,MA205,2022-03-15,12,徽商期货,45476,7172,中辉期货,12218,2393,东吴期货,19872,-9162
3141,MA205,2022-03-15,13,申银万国,44318,-2083,申银万国,11524,-6197,华闻期货,19386,2076
3142,MA205,2022-03-15,14,东方财富,39029,-1667,浙商期货,11136,313,中粮期货,15585,2734
3143,MA205,2022-03-15,15,方正中期,31680,-6571,徽商期货,10083,9,一德期货,13141,-286
3144,MA205,2022-03-15,16,中粮期货,28452,-10644,兴证期货,8482,424,中辉期货,11754,2321
3145,MA205,2022-03-15,17,中辉期货,28352,6406,中信建投,7236,77,申银万国,11113,-3599
3146,MA205,2022-03-15,18,华安期货,27948,4825,方正中期,7221,-649,方正中期,8587,-411
3147,MA205,2022-03-15,19,鲁证期货,27019,4561,海证期货,6633,-458,徽商期货,8257,-1475
3148,MA205,2022-03-15,20,平安期货,25429,-4821,平安期货,6364,-40,大地期货,8057,-1569
3149,MA206,2022-03-15,1,东吴期货,23857,2914,东证期货,34306,2438,东证期货,34223,2646
3150,MA206,2022-03-15,2,东证期货,21286,-1248,华泰期货,17597,326,华泰期货,17437,230
3151,MA206,2022-03-15,3,光大期货,11529,-919,申银万国,13027,921,瑞达期货,13590,-994
3152,MA206,2022-03-15,4,国信期货,9508,470,东吴期货,11422,1353,申银万国,12656,905
3153,MA206,2022-03-15,5,申银万国,7912,-2453,光大期货,10615,1699,东吴期货,10910,920
3154,MA206,2022-03-15,6,中粮期货,7500,1557,恒泰期货,9191,91,光大期货,10847,1720
